id,customer_pname,customer_name,name,partner_code,partner_sub_code,ref,contact_name,position,comment,is_company,customer,supplier,parent_id,type,use_parent_address,street,street2,zip,city,country_id/id,phone,fax,mobile,email,area_name,group_name,sub_group_name,category_id,website,user_id
modern_res_partner_11,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพระราม3,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_12,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาตะวันนา สแควร์,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาตะวันนา สแควร์,OC,,1022,,,,TRUE,TRUE,FALSE,,Default,FALSE,3508  ถนนลาดพร้าว  แขวงคลองจั่น,เขตบางกะปิ  กรุงเทพฯ  10240,,,,02-7047411,02-7047410,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_13,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาตะวันนา สแควร์,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_14,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาพหลโยธิน,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพหลโยธิน,OC,,1273,,,,TRUE,TRUE,FALSE,,Default,FALSE,1705 ถนนพหลโยธิน  แขวงจตุจักร,เขตจตุจักร กรุงเทพ10900,,,,02-5130105,02-5130109,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_15,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพหลโยธิน,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_16,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขา วงเวียนใหญ่,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขา วงเวียนใหญ่,OC,,1425,แผนกตรวจรับสินค้า,,แผนกตรวจรับสินค้า,TRUE,TRUE,FALSE,,Default,FALSE,130-132 ถนนสมเด็จพระเจ้าตากสิน,แขวงบางยี่เรือ เขตธนบุรี กทม.10600,,,,8902790,8902791,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_17,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขา วงเวียนใหญ่,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_18,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาพัทยา 2,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพัทยา 2,OC,,1883,,,,TRUE,TRUE,FALSE,,Default,FALSE,24/79-83 หมู่ 9 ถ.สุขุมวิท ต.หนองปรือ,อ.บางละมุง จ.ชลบุรี 20260,,,,"038-716944-5, 083-7597979",038-716950,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_19,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพัทยา 2,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_20,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาภูเก็ต 2,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาภูเก็ต 2,OC,,2861,,,,TRUE,TRUE,FALSE,,Default,FALSE,76 หมู่ 5  ต.วิชิต,อ.เมืองภูเก็ต  จ.ภูเก็ต  83000,,,,076-249520,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_21,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาภูเก็ต 2,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_22,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาสามเสน,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาสามเสน,OC,,029395700,,,,TRUE,TRUE,FALSE,,Default,FALSE,935/12  ถนนสามเสน,แขวงถนนนครไชยศรี  เขตดุสิต  กรุงเทพฯ  10300,,,,026369885,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_23,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาสามเสน,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_24,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาเอกมัย,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาเอกมัย,OC,,เอกมัย,แผนกตรวจรับสินค้า,,แผนกตรวจรับสินค้า,TRUE,TRUE,FALSE,,Default,FALSE,78/2 ซอยสุขุมวิท 63 (เอกมัย)  ถนนสุขุมวิท,แขวงพระโขนงเหนือ  เขตวัฒนา  กรุงเทพฯ  10110,,,,02-7148260,02-7148261,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_25,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาเอกมัย,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_26,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาพญาไท,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพญาไท,OC,,พญาไท,,,,TRUE,TRUE,FALSE,,Default,FALSE,15 ถนนพญาไท  แขวงถนนพญาไท,เขตราชเทวี  กรุงเทพฯ  10400,,,,02-2457550,02-2457551,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_27,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพญาไท,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_28,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขางามวงศ์วาน,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขางามวงศ์วาน,OC,,งามวงศ์วาน,แผนกตรวจรับสินค้า,,แผนกตรวจรับสินค้า,TRUE,TRUE,FALSE,,Default,FALSE,69/21 หมู่ที่ 2  ถ.งามวงศ์วาน,ต.บางเขน  อ.เมืองนนทบุรี  จ.นนทบุรี  11000,,,,02-9536100,02-9536110,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_29,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขางามวงศ์วาน,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_30,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาฟิวเจอร์พาร์ค รังสิต,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาฟิวเจอร์พาร์ค รังสิต,OC,,OC1,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 98  ถนนพหลโยธิน  ตำบลประชาธิปัตย์,อำเภอธัญบุรี  จังหวัดปทุมธานี,,,,02-9585694-5,02-9585546,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_31,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาฟิวเจอร์พาร์ค รังสิต,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_32,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาโรบินสันรัชดา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาโรบินสันรัชดา,OC,,OC2,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 139  ถนนรัชดาภิเษก,แขวงดินแดง  เขตดินแดง  กรุงเทพฯ,,,,02-6413737-40,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_33,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาโรบินสันรัชดา,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_34,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาพระราม 2,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพระราม 2,OC,,OC4,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 160  ถนนพระราม 2  แขวงแสมดำ,เขตบางขุนเทียน  กรุงเทพฯ  10150,,,,"02-8724640 ต่อ 101,102",02-8724633,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_35,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาพระราม 2,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_36,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาลาดพร้าว,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาลาดพร้าว,OC,,OC5,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 669  ห้อง RT.9-RT.10  ถนนลาดพร้าว,แขวงจอมพล  เขตจตุจักร  กรุงเทพฯ  10900,,,,02-9837372-3,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_37,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาลาดพร้าว,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_38,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศรีราชา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศรีราชา,OC,,OC6,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 135/99  หมู่ที่ 1 ตึกคอม ชั้น บี พื้นที่ บี11,ถนนสุขุมวิท  ตำบลศรีราชา  อำเภอศรีราชา  จังหวัดชลบุรี,,,,038-773619-20,038-773621,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_39,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศรีราชา,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_40,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาสีลมคอมเพล็กซ์,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาสีลมคอมเพล็กซ์,OC,,OC7,,,,TRUE,TRUE,FALSE,,Default,FALSE,"เลขที่ 191  อาคารสีลมคอมเพล็กซ์ ชั้น 5 ห้อง 502,50 เอ,511 ดี",ถนนสีลม  แขวงสีลม  เขตบางรัก  กรุงเทพฯ,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_41,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OC,,OC3,,,,FALSE,FALSE,FALSE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาสีลมคอมเพล็กซ์,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
modern_res_partner_42,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาสมุทรปราการ,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาสมุทรปราการ,OC,,OC8,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 498/1  อาคารศูนย์การค้าบิ๊กซีซุปเปอร์เซ็นเตอร์ ชั้น จี,ถนนสุขุมวิท  ตำบลปากน้ำ  อำเภอเมืองสมุทรปราการ,,,,02-3955591-2,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
