id,auto_validate,company_id/id,date,name,partner_id/id,location_dest_id/id,priority,product_id/id,product_qty,date_expected,location_id/id,product_uom
stock_move_015,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_15,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_016,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_16,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_017,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_17,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_018,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_18,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_019,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_19,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_020,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_20,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_021,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_21,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_022,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_22,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_023,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_23,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_024,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_24,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_025,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_25,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_026,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_26,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_027,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_27,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_028,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_28,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_029,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_29,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_030,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_30,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_031,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_31,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_032,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_32,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_033,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_33,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_034,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_34,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_035,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_35,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_036,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_36,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_037,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_37,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_038,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_38,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_039,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_39,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_040,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_40,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_041,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_41,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_042,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_42,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_043,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_43,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_044,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_44,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_045,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_45,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_046,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_46,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_047,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_47,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_048,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_48,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_049,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_49,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_050,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_50,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_051,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_51,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_052,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_52,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_053,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_53,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_054,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_54,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_055,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_55,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_056,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_56,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_057,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_57,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_058,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_58,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_059,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_59,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_060,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_60,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_061,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_61,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_062,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_62,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_063,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_63,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_064,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_64,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_065,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_65,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_066,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_66,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_067,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_67,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_068,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_68,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_069,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_69,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_070,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_70,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_071,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_71,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_072,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_72,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_073,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_73,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_074,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_74,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_075,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_75,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_076,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_76,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_077,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_77,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_078,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_78,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_079,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_79,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_080,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_80,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_081,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_81,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_082,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_82,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_083,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_83,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_084,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_84,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_085,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_85,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_086,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_86,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_087,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_87,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_088,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_88,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_089,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_89,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_090,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_90,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_091,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_91,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_092,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_92,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_093,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_93,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_094,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_94,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_095,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_95,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_096,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_96,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_097,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_97,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_098,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_98,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_099,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_99,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_100,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_100,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_101,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_101,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_102,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_102,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_103,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_103,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_104,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_104,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_105,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_105,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_106,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_106,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_107,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_107,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_108,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_108,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_109,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_109,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_110,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_110,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_111,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_111,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_112,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_112,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_113,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_113,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_114,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_114,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_115,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_115,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_116,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_116,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_117,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_117,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_118,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_118,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_119,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_119,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_120,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_120,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_121,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_121,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_122,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_122,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_123,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_123,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_124,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_124,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_125,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_125,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_126,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_126,1000,2013-05-05 09:00:46,stock.location_inventory,รีม
stock_move_127,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_127,1000,2013-05-05 09:00:46,stock.location_inventory,แผ่น
stock_move_128,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_128,1000,2013-05-05 09:00:46,stock.location_inventory,แผ่น
stock_move_129,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_129,1000,2013-05-05 09:00:46,stock.location_inventory,แผ่น
stock_move_130,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_130,1000,2013-05-05 09:00:46,stock.location_inventory,แผ่น
stock_move_131,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_131,1000,2013-05-05 09:00:46,stock.location_inventory,แผ่น
stock_move_132,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_132,1000,2013-05-05 09:00:46,stock.location_inventory,แผ่น
stock_move_133,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_133,1000,2013-05-05 09:00:46,stock.location_inventory,แผ่น
stock_move_134,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_134,1000,2013-05-05 09:00:46,stock.location_inventory,แผ่น
stock_move_135,False,base.main_company,2013-05-05 09:00:48,Stock Adjustment (by kittiu),base.main_partner,stock.stock_location_stock,Urgent,mh_product_135,1000,2013-05-05 09:00:46,stock.location_inventory,ม้วน
